Time,Time,value,area,kind,period
2020-01-21 02:00:00,2,38.8,CS,NO2,pre
2020-01-21 03:00:00,3,33.2,CS,NO2,pre
2020-01-21 04:00:00,4,29.0,CS,NO2,pre
2020-01-21 05:00:00,5,29.0,CS,NO2,pre
2020-01-21 06:00:00,6,,CS,NO2,pre
2020-01-21 07:00:00,7,35.2,CS,NO2,pre
2020-01-21 08:00:00,8,42.6,CS,NO2,pre
2020-01-21 09:00:00,9,46.8,CS,NO2,pre
2020-01-21 10:00:00,10,43.2,CS,NO2,pre
2020-01-21 11:00:00,11,40.6,CS,NO2,pre
2020-01-21 12:00:00,12,36.6,CS,NO2,pre
2020-01-21 13:00:00,13,33.0,CS,NO2,pre
2020-01-21 14:00:00,14,33.6,CS,NO2,pre
2020-01-21 15:00:00,15,34.4,CS,NO2,pre
2020-01-21 16:00:00,16,34.0,CS,NO2,pre
2020-01-21 17:00:00,17,35.0,CS,NO2,pre
2020-01-21 18:00:00,18,35.4,CS,NO2,pre
2020-01-21 19:00:00,19,35.4,CS,NO2,pre
2020-01-21 20:00:00,20,33.2,CS,NO2,pre
2020-01-21 21:00:00,21,34.4,CS,NO2,pre
2020-01-21 22:00:00,22,31.6,CS,NO2,pre
2020-01-21 23:00:00,23,31.0,CS,NO2,pre
2020-01-22 00:00:00,0,,CS,NO2,pre
2020-01-22 01:00:00,1,,CS,NO2,pre
2020-01-22 02:00:00,2,,CS,NO2,pre
2020-01-22 03:00:00,3,,CS,NO2,pre
2020-01-22 04:00:00,4,,CS,NO2,pre
2020-01-22 05:00:00,5,24.2,CS,NO2,pre
2020-01-22 06:00:00,6,24.0,CS,NO2,pre
2020-01-22 07:00:00,7,28.4,CS,NO2,pre
2020-01-22 08:00:00,8,35.8,CS,NO2,pre
2020-01-22 09:00:00,9,37.6,CS,NO2,pre
2020-01-22 10:00:00,10,38.0,CS,NO2,pre
2020-01-22 11:00:00,11,33.4,CS,NO2,pre
2020-01-22 12:00:00,12,30.0,CS,NO2,pre
2020-01-22 13:00:00,13,29.6,CS,NO2,pre
2020-01-22 14:00:00,14,27.8,CS,NO2,pre
2020-01-22 15:00:00,15,28.0,CS,NO2,pre
2020-01-22 16:00:00,16,26.4,CS,NO2,pre
2020-01-22 17:00:00,17,25.6,CS,NO2,pre
2020-01-22 18:00:00,18,26.8,CS,NO2,pre
2020-01-22 19:00:00,19,29.4,CS,NO2,pre
2020-01-22 20:00:00,20,32.0,CS,NO2,pre
2020-01-22 21:00:00,21,34.6,CS,NO2,pre
2020-01-22 22:00:00,22,36.4,CS,NO2,pre
2020-01-22 23:00:00,23,36.6,CS,NO2,pre
2020-01-23 00:00:00,0,34.6,CS,NO2,pre
2020-01-23 01:00:00,1,31.0,CS,NO2,pre
2020-01-23 02:00:00,2,27.2,CS,NO2,pre
2020-01-23 03:00:00,3,26.2,CS,NO2,pre
2020-01-23 04:00:00,4,22.4,CS,NO2,pre
2020-01-23 05:00:00,5,21.4,CS,NO2,pre
2020-01-23 06:00:00,6,22.0,CS,NO2,pre
2020-01-23 07:00:00,7,24.6,CS,NO2,pre
2020-01-23 08:00:00,8,32.6,CS,NO2,pre
2020-01-23 09:00:00,9,35.2,CS,NO2,pre
2020-01-23 10:00:00,10,33.2,CS,NO2,pre
2020-01-23 11:00:00,11,28.8,CS,NO2,pre
2020-01-23 12:00:00,12,28.6,CS,NO2,pre
2020-01-23 13:00:00,13,27.8,CS,NO2,pre
2020-01-23 14:00:00,14,26.6,CS,NO2,pre
2020-01-23 15:00:00,15,26.2,CS,NO2,pre
2020-01-23 16:00:00,16,24.4,CS,NO2,pre
2020-01-23 17:00:00,17,23.2,CS,NO2,pre
2020-01-23 18:00:00,18,24.4,CS,NO2,pre
2020-01-23 19:00:00,19,26.0,CS,NO2,pre
2020-01-23 20:00:00,20,26.0,CS,NO2,pre
2020-01-23 21:00:00,21,26.8,CS,NO2,pre
2020-01-23 22:00:00,22,26.2,CS,NO2,pre
2020-01-23 23:00:00,23,26.2,CS,NO2,pre
2020-01-24 00:00:00,0,23.8,CS,NO2,pre
2020-01-01 00:00:00,0,19.433333333333334,CS,NO2,pre
2020-01-01 01:00:00,1,19.150000000000002,CS,NO2,pre
2020-01-01 02:00:00,2,18.916666666666668,CS,NO2,pre
2020-01-01 03:00:00,3,18.2,CS,NO2,pre
2020-01-01 04:00:00,4,17.599999999999998,CS,NO2,pre
2020-01-01 05:00:00,5,17.516666666666666,CS,NO2,pre
2020-01-01 06:00:00,6,17.816666666666666,CS,NO2,pre
2020-01-01 07:00:00,7,19.616666666666667,CS,NO2,pre
2020-01-01 08:00:00,8,21.316666666666666,CS,NO2,pre
2020-01-01 09:00:00,9,20.866666666666667,CS,NO2,pre
2020-01-01 10:00:00,10,20.666666666666668,CS,NO2,pre
2020-01-01 11:00:00,11,18.233333333333334,CS,NO2,pre
2020-01-01 12:00:00,12,16.2,CS,NO2,pre
2020-01-01 13:00:00,13,15.25,CS,NO2,pre
2020-01-01 14:00:00,14,15.1,CS,NO2,pre
2020-01-01 15:00:00,15,15.5,CS,NO2,pre
2020-01-01 16:00:00,16,17.683333333333334,CS,NO2,pre
2020-01-01 17:00:00,17,20.483333333333334,CS,NO2,pre
2020-01-01 18:00:00,18,22.53333333333333,CS,NO2,pre
2020-01-01 19:00:00,19,25.333333333333332,CS,NO2,pre
2020-01-01 20:00:00,20,27.78333333333333,CS,NO2,pre
2020-01-01 21:00:00,21,30.28333333333333,CS,NO2,pre
2020-01-01 22:00:00,22,29.900000000000002,CS,NO2,pre
2020-01-01 23:00:00,23,27.583333333333332,CS,NO2,pre
2020-01-02 00:00:00,0,26.28333333333333,CS,NO2,pre
2020-01-02 01:00:00,1,24.53333333333333,CS,NO2,pre
2020-01-02 02:00:00,2,23.78333333333333,CS,NO2,pre
2020-01-02 03:00:00,3,22.150000000000002,CS,NO2,pre
2020-01-02 04:00:00,4,21.900000000000002,CS,NO2,pre
2020-01-02 05:00:00,5,21.7,CS,NO2,pre
2020-01-02 06:00:00,6,22.983333333333334,CS,NO2,pre
2020-01-02 07:00:00,7,24.266666666666666,CS,NO2,pre
2020-01-02 08:00:00,8,26.849999999999998,CS,NO2,pre
2020-01-02 09:00:00,9,26.516666666666666,CS,NO2,pre
2020-01-02 10:00:00,10,27.133333333333336,CS,NO2,pre
2020-01-02 11:00:00,11,25.5,CS,NO2,pre
2020-01-02 12:00:00,12,23.45,CS,NO2,pre
2020-01-02 13:00:00,13,21.78333333333333,CS,NO2,pre
2020-01-02 14:00:00,14,20.75,CS,NO2,pre
2020-01-02 15:00:00,15,23.96666666666667,CS,NO2,pre
2020-01-02 16:00:00,16,24.03333333333333,CS,NO2,pre
2020-01-02 17:00:00,17,24.133333333333336,CS,NO2,pre
2020-01-02 18:00:00,18,26.03333333333333,CS,NO2,pre
2020-01-02 19:00:00,19,28.016666666666666,CS,NO2,pre
2020-01-02 20:00:00,20,28.71666666666667,CS,NO2,pre
2020-01-02 21:00:00,21,30.866666666666664,CS,NO2,pre
2020-01-02 22:00:00,22,32.800000000000004,CS,NO2,pre
2020-01-02 23:00:00,23,33.25,CS,NO2,pre
2020-01-03 00:00:00,0,32.65,CS,NO2,pre
2020-01-03 01:00:00,1,34.483333333333334,CS,NO2,pre
2020-01-03 02:00:00,2,32.53333333333333,CS,NO2,pre
2020-01-03 03:00:00,3,30.71666666666667,CS,NO2,pre
2020-01-03 04:00:00,4,30.266666666666666,CS,NO2,pre
2020-01-03 05:00:00,5,28.516666666666666,CS,NO2,pre
2020-01-03 06:00:00,6,28.03333333333333,CS,NO2,pre
2020-01-03 07:00:00,7,27.28333333333333,CS,NO2,pre
2020-01-03 08:00:00,8,27.71666666666667,CS,NO2,pre
2020-01-03 09:00:00,9,27.616666666666664,CS,NO2,pre
2020-01-03 10:00:00,10,28.849999999999998,CS,NO2,pre
2020-01-03 11:00:00,11,27.5,CS,NO2,pre
2020-01-03 12:00:00,12,23.416666666666668,CS,NO2,pre
2020-01-03 13:00:00,13,20.866666666666667,CS,NO2,pre
2020-01-03 14:00:00,14,19.166666666666668,CS,NO2,pre
2020-01-03 15:00:00,15,19.25,CS,NO2,pre
2020-01-03 16:00:00,16,20.883333333333333,CS,NO2,pre
2020-01-03 17:00:00,17,24.016666666666666,CS,NO2,pre
2020-01-03 18:00:00,18,28.55,CS,NO2,pre
2020-01-03 19:00:00,19,31.133333333333336,CS,NO2,pre
2020-01-03 20:00:00,20,31.083333333333332,CS,NO2,pre
2020-01-03 21:00:00,21,32.9,CS,NO2,pre
2020-01-03 22:00:00,22,33.81666666666667,CS,NO2,pre
2020-01-03 23:00:00,23,34.28333333333333,CS,NO2,pre
2020-01-04 00:00:00,0,32.199999999999996,CS,NO2,pre
2020-01-04 01:00:00,1,31.96666666666667,CS,NO2,pre
2020-01-04 02:00:00,2,31.933333333333334,CS,NO2,pre
2020-01-04 03:00:00,3,32.68333333333333,CS,NO2,pre
2020-01-04 04:00:00,4,31.28333333333333,CS,NO2,pre
2020-01-04 05:00:00,5,30.400000000000002,CS,NO2,pre
2020-01-04 06:00:00,6,29.46666666666667,CS,NO2,pre
2020-01-04 07:00:00,7,29.266666666666666,CS,NO2,pre
2020-01-04 08:00:00,8,28.983333333333334,CS,NO2,pre
2020-01-04 09:00:00,9,29.21666666666667,CS,NO2,pre
2020-01-04 10:00:00,10,29.900000000000002,CS,NO2,pre
2020-01-04 11:00:00,11,28.916666666666668,CS,NO2,pre
2020-01-04 12:00:00,12,26.916666666666668,CS,NO2,pre
2020-01-04 13:00:00,13,26.21666666666667,CS,NO2,pre
2020-01-04 14:00:00,14,23.96666666666667,CS,NO2,pre
2020-01-04 15:00:00,15,24.316666666666666,CS,NO2,pre
2020-01-04 16:00:00,16,25.849999999999998,CS,NO2,pre
2020-01-04 17:00:00,17,28.3,CS,NO2,pre
2020-01-04 18:00:00,18,29.400000000000002,CS,NO2,pre
2020-01-04 19:00:00,19,28.099999999999998,CS,NO2,pre
2020-01-04 20:00:00,20,28.133333333333336,CS,NO2,pre
2020-01-04 21:00:00,21,28.733333333333334,CS,NO2,pre
2020-01-04 22:00:00,22,28.016666666666666,CS,NO2,pre
2020-01-04 23:00:00,23,26.233333333333334,CS,NO2,pre
2020-01-05 00:00:00,0,24.53333333333333,CS,NO2,pre
2020-01-05 01:00:00,1,23.816666666666666,CS,NO2,pre
2020-01-05 02:00:00,2,22.95,CS,NO2,pre
2020-01-05 03:00:00,3,21.583333333333332,CS,NO2,pre
2020-01-05 04:00:00,4,21.366666666666664,CS,NO2,pre
2020-01-05 05:00:00,5,20.233333333333334,CS,NO2,pre
2020-01-05 06:00:00,6,20.516666666666666,CS,NO2,pre
2020-01-05 07:00:00,7,21.183333333333334,CS,NO2,pre
2020-01-05 08:00:00,8,22.433333333333334,CS,NO2,pre
2020-01-05 09:00:00,9,23.21666666666667,CS,NO2,pre
2020-01-05 10:00:00,10,25.833333333333332,CS,NO2,pre
2020-01-05 11:00:00,11,26.95,CS,NO2,pre
2020-01-05 12:00:00,12,26.183333333333334,CS,NO2,pre
2020-01-05 13:00:00,13,23.3,CS,NO2,pre
2020-01-05 14:00:00,14,22.616666666666664,CS,NO2,pre
2020-01-05 15:00:00,15,23.416666666666668,CS,NO2,pre
2020-01-05 16:00:00,16,25.3,CS,NO2,pre
2020-01-05 17:00:00,17,27.633333333333336,CS,NO2,pre
2020-01-05 18:00:00,18,31.366666666666664,CS,NO2,pre
2020-01-05 19:00:00,19,31.849999999999998,CS,NO2,pre
2020-01-05 20:00:00,20,30.75,CS,NO2,pre
2020-01-05 21:00:00,21,30.083333333333332,CS,NO2,pre
2020-01-05 22:00:00,22,30.28333333333333,CS,NO2,pre
2020-01-05 23:00:00,23,29.183333333333334,CS,NO2,pre
2020-01-06 00:00:00,0,27.5,CS,NO2,pre
2020-01-06 01:00:00,1,27.7,CS,NO2,pre
2020-01-06 02:00:00,2,26.616666666666664,CS,NO2,pre
2020-01-06 03:00:00,3,25.933333333333334,CS,NO2,pre
2020-01-06 04:00:00,4,25.25,CS,NO2,pre
2020-01-06 05:00:00,5,24.400000000000002,CS,NO2,pre
2020-01-06 06:00:00,6,23.599999999999998,CS,NO2,pre
2020-01-06 07:00:00,7,24.916666666666668,CS,NO2,pre
2020-01-06 08:00:00,8,26.55,CS,NO2,pre
2020-01-06 09:00:00,9,27.616666666666664,CS,NO2,pre
2020-01-06 10:00:00,10,28.95,CS,NO2,pre
2020-01-06 11:00:00,11,28.583333333333332,CS,NO2,pre
2020-01-06 12:00:00,12,25.516666666666666,CS,NO2,pre
2020-01-06 13:00:00,13,22.016666666666666,CS,NO2,pre
2020-01-06 14:00:00,14,19.416666666666668,CS,NO2,pre
2020-01-06 15:00:00,15,21.566666666666666,CS,NO2,pre
2020-01-06 16:00:00,16,23.566666666666666,CS,NO2,pre
2020-01-06 17:00:00,17,26.0,CS,NO2,pre
2020-01-06 18:00:00,18,31.8,CS,NO2,pre
2020-01-06 19:00:00,19,33.68333333333333,CS,NO2,pre
2020-01-06 20:00:00,20,31.933333333333334,CS,NO2,pre
2020-01-06 21:00:00,21,30.45,CS,NO2,pre
2020-01-06 22:00:00,22,29.933333333333334,CS,NO2,pre
2020-01-06 23:00:00,23,30.766666666666666,CS,NO2,pre
2020-01-07 00:00:00,0,26.900000000000002,CS,NO2,pre
2020-01-07 01:00:00,1,25.983333333333334,CS,NO2,pre
2020-01-07 02:00:00,2,24.483333333333334,CS,NO2,pre
2020-01-07 03:00:00,3,23.849999999999998,CS,NO2,pre
2020-01-07 04:00:00,4,24.21666666666667,CS,NO2,pre
2020-01-07 05:00:00,5,23.28333333333333,CS,NO2,pre
2020-01-07 06:00:00,6,23.349999999999998,CS,NO2,pre
2020-01-07 07:00:00,7,24.400000000000002,CS,NO2,pre
2020-01-07 08:00:00,8,25.933333333333334,CS,NO2,pre
2020-01-07 09:00:00,9,25.8,CS,NO2,pre
2020-01-07 10:00:00,10,24.400000000000002,CS,NO2,pre
2020-01-07 11:00:00,11,23.366666666666664,CS,NO2,pre
2020-01-07 12:00:00,12,25.516666666666666,CS,NO2,pre
2020-01-07 13:00:00,13,25.03333333333333,CS,NO2,pre
2020-01-07 14:00:00,14,24.566666666666666,CS,NO2,pre
2020-01-07 15:00:00,15,21.349999999999998,CS,NO2,pre
2020-01-07 16:00:00,16,20.416666666666668,CS,NO2,pre
2020-01-07 17:00:00,17,22.333333333333332,CS,NO2,pre
2020-01-07 18:00:00,18,29.133333333333336,CS,NO2,pre
2020-01-07 19:00:00,19,33.88333333333333,CS,NO2,pre
2020-01-07 20:00:00,20,36.083333333333336,CS,NO2,pre
2020-01-07 21:00:00,21,38.5,CS,NO2,pre
2020-01-07 22:00:00,22,35.56666666666667,CS,NO2,pre
2020-01-07 23:00:00,23,33.0,CS,NO2,pre
2020-01-08 00:00:00,0,29.166666666666668,CS,NO2,pre
2020-01-08 01:00:00,1,25.45,CS,NO2,pre
2020-01-08 02:00:00,2,23.150000000000002,CS,NO2,pre
2020-01-08 03:00:00,3,21.95,CS,NO2,pre
2020-01-08 04:00:00,4,21.833333333333332,CS,NO2,pre
2020-01-08 05:00:00,5,21.46666666666667,CS,NO2,pre
2020-01-08 06:00:00,6,20.416666666666668,CS,NO2,pre
2020-01-08 07:00:00,7,21.733333333333334,CS,NO2,pre
2020-01-08 08:00:00,8,24.150000000000002,CS,NO2,pre
2020-01-08 09:00:00,9,22.983333333333334,CS,NO2,pre
2020-01-08 10:00:00,10,19.45,CS,NO2,pre
2020-01-08 11:00:00,11,17.2,CS,NO2,pre
2020-01-08 12:00:00,12,15.366666666666667,CS,NO2,pre
2020-01-08 13:00:00,13,14.066666666666668,CS,NO2,pre
2020-01-08 14:00:00,14,12.716666666666667,CS,NO2,pre
2020-01-08 15:00:00,15,13.1,CS,NO2,pre
2020-01-08 16:00:00,16,14.933333333333332,CS,NO2,pre
2020-01-08 17:00:00,17,16.466666666666665,CS,NO2,pre
2020-01-08 18:00:00,18,18.55,CS,NO2,pre
2020-01-08 19:00:00,19,19.3,CS,NO2,pre
2020-01-08 20:00:00,20,19.599999999999998,CS,NO2,pre
2020-01-08 21:00:00,21,18.8,CS,NO2,pre
2020-01-08 22:00:00,22,18.416666666666668,CS,NO2,pre
2020-01-08 23:00:00,23,17.400000000000002,CS,NO2,pre
2020-01-09 00:00:00,0,16.45,CS,NO2,pre
2020-01-09 01:00:00,1,16.133333333333333,CS,NO2,pre
2020-01-09 02:00:00,2,15.5,CS,NO2,pre
2020-01-09 03:00:00,3,14.549999999999999,CS,NO2,pre
2020-01-09 04:00:00,4,14.816666666666668,CS,NO2,pre
2020-01-09 05:00:00,5,14.65,CS,NO2,pre
2020-01-09 06:00:00,6,14.233333333333334,CS,NO2,pre
2020-01-09 07:00:00,7,16.5,CS,NO2,pre
2020-01-09 08:00:00,8,20.166666666666668,CS,NO2,pre
2020-01-09 09:00:00,9,19.783333333333335,CS,NO2,pre
2020-01-09 10:00:00,10,17.866666666666667,CS,NO2,pre
2020-01-09 11:00:00,11,17.666666666666668,CS,NO2,pre
2020-01-09 12:00:00,12,17.016666666666666,CS,NO2,pre
2020-01-09 13:00:00,13,16.016666666666666,CS,NO2,pre
2020-01-09 14:00:00,14,16.233333333333334,CS,NO2,pre
2020-01-09 15:00:00,15,17.266666666666666,CS,NO2,pre
2020-01-09 16:00:00,16,17.95,CS,NO2,pre
2020-01-09 17:00:00,17,19.783333333333335,CS,NO2,pre
2020-01-09 18:00:00,18,20.983333333333334,CS,NO2,pre
2020-01-09 19:00:00,19,21.599999999999998,CS,NO2,pre
2020-01-09 20:00:00,20,20.983333333333334,CS,NO2,pre
2020-01-09 21:00:00,21,21.2,CS,NO2,pre
2020-01-09 22:00:00,22,21.516666666666666,CS,NO2,pre
2020-01-09 23:00:00,23,20.433333333333334,CS,NO2,pre
2020-01-10 00:00:00,0,18.95,CS,NO2,pre
2020-01-10 01:00:00,1,18.849999999999998,CS,NO2,pre
2020-01-10 02:00:00,2,19.933333333333334,CS,NO2,pre
2020-01-10 03:00:00,3,20.066666666666666,CS,NO2,pre
2020-01-10 04:00:00,4,19.5,CS,NO2,pre
2020-01-10 05:00:00,5,19.683333333333334,CS,NO2,pre
2020-01-10 06:00:00,6,21.150000000000002,CS,NO2,pre
2020-01-10 07:00:00,7,22.849999999999998,CS,NO2,pre
2020-01-10 08:00:00,8,25.55,CS,NO2,pre
2020-01-10 09:00:00,9,26.7,CS,NO2,pre
2020-01-10 10:00:00,10,25.849999999999998,CS,NO2,pre
2020-01-10 11:00:00,11,24.616666666666664,CS,NO2,pre
2020-01-10 12:00:00,12,22.483333333333334,CS,NO2,pre
2020-01-10 13:00:00,13,21.166666666666668,CS,NO2,pre
2020-01-10 14:00:00,14,20.166666666666668,CS,NO2,pre
2020-01-10 15:00:00,15,21.033333333333335,CS,NO2,pre
2020-01-10 16:00:00,16,21.216666666666665,CS,NO2,pre
2020-01-10 17:00:00,17,24.333333333333332,CS,NO2,pre
2020-01-10 18:00:00,18,27.599999999999998,CS,NO2,pre
2020-01-10 19:00:00,19,29.3,CS,NO2,pre
2020-01-10 20:00:00,20,28.116666666666664,CS,NO2,pre
2020-01-10 21:00:00,21,26.883333333333336,CS,NO2,pre
2020-01-10 22:00:00,22,26.416666666666668,CS,NO2,pre
2020-01-10 23:00:00,23,25.7,CS,NO2,pre
2020-01-11 00:00:00,0,26.066666666666666,CS,NO2,pre
2020-01-11 01:00:00,1,24.183333333333334,CS,NO2,pre
2020-01-11 02:00:00,2,22.616666666666664,CS,NO2,pre
2020-01-11 03:00:00,3,21.333333333333332,CS,NO2,pre
2020-01-11 04:00:00,4,20.099999999999998,CS,NO2,pre
2020-01-11 05:00:00,5,19.583333333333332,CS,NO2,pre
2020-01-11 06:00:00,6,20.233333333333334,CS,NO2,pre
2020-01-11 07:00:00,7,21.05,CS,NO2,pre
2020-01-11 08:00:00,8,23.733333333333334,CS,NO2,pre
2020-01-11 09:00:00,9,24.099999999999998,CS,NO2,pre
2020-01-11 10:00:00,10,24.183333333333334,CS,NO2,pre
2020-01-11 11:00:00,11,23.083333333333332,CS,NO2,pre
2020-01-11 12:00:00,12,21.833333333333332,CS,NO2,pre
2020-01-11 13:00:00,13,20.216666666666665,CS,NO2,pre
2020-01-11 14:00:00,14,19.616666666666667,CS,NO2,pre
2020-01-11 15:00:00,15,20.333333333333332,CS,NO2,pre
2020-01-11 16:00:00,16,21.766666666666666,CS,NO2,pre
2020-01-11 17:00:00,17,22.883333333333336,CS,NO2,pre
2020-01-11 18:00:00,18,22.53333333333333,CS,NO2,pre
2020-01-11 19:00:00,19,21.650000000000002,CS,NO2,pre
2020-01-11 20:00:00,20,22.05,CS,NO2,pre
2020-01-11 21:00:00,21,22.516666666666666,CS,NO2,pre
2020-01-11 22:00:00,22,21.866666666666664,CS,NO2,pre
2020-01-11 23:00:00,23,20.400000000000002,CS,NO2,pre
2020-01-12 00:00:00,0,18.633333333333333,CS,NO2,pre
2020-01-12 01:00:00,1,17.583333333333332,CS,NO2,pre
2020-01-12 02:00:00,2,17.216666666666665,CS,NO2,pre
2020-01-12 03:00:00,3,16.933333333333334,CS,NO2,pre
2020-01-12 04:00:00,4,16.416666666666668,CS,NO2,pre
2020-01-12 05:00:00,5,16.466666666666665,CS,NO2,pre
2020-01-12 06:00:00,6,17.5,CS,NO2,pre
2020-01-12 07:00:00,7,18.883333333333333,CS,NO2,pre
2020-01-12 08:00:00,8,20.3,CS,NO2,pre
2020-01-12 09:00:00,9,20.016666666666666,CS,NO2,pre
2020-01-12 10:00:00,10,18.05,CS,NO2,pre
2020-01-12 11:00:00,11,17.633333333333333,CS,NO2,pre
2020-01-12 12:00:00,12,16.683333333333334,CS,NO2,pre
2020-01-12 13:00:00,13,16.533333333333335,CS,NO2,pre
2020-01-12 14:00:00,14,16.349999999999998,CS,NO2,pre
2020-01-12 15:00:00,15,17.166666666666668,CS,NO2,pre
2020-01-12 16:00:00,16,17.516666666666666,CS,NO2,pre
2020-01-12 17:00:00,17,19.55,CS,NO2,pre
2020-01-12 18:00:00,18,21.96666666666667,CS,NO2,pre
2020-01-12 19:00:00,19,23.7,CS,NO2,pre
2020-01-12 20:00:00,20,24.53333333333333,CS,NO2,pre
2020-01-12 21:00:00,21,24.816666666666666,CS,NO2,pre
2020-01-12 22:00:00,22,23.816666666666666,CS,NO2,pre
2020-01-12 23:00:00,23,22.566666666666666,CS,NO2,pre
2020-01-13 00:00:00,0,20.716666666666665,CS,NO2,pre
2020-01-13 01:00:00,1,19.349999999999998,CS,NO2,pre
2020-01-13 02:00:00,2,18.866666666666667,CS,NO2,pre
2020-01-13 03:00:00,3,18.900000000000002,CS,NO2,pre
2020-01-13 04:00:00,4,19.133333333333333,CS,NO2,pre
2020-01-13 05:00:00,5,19.2,CS,NO2,pre
2020-01-13 06:00:00,6,18.766666666666666,CS,NO2,pre
2020-01-13 07:00:00,7,19.616666666666667,CS,NO2,pre
2020-01-13 08:00:00,8,22.083333333333332,CS,NO2,pre
2020-01-13 09:00:00,9,22.516666666666666,CS,NO2,pre
2020-01-13 10:00:00,10,21.75,CS,NO2,pre
2020-01-13 11:00:00,11,19.7,CS,NO2,pre
2020-01-13 12:00:00,12,18.583333333333332,CS,NO2,pre
2020-01-13 13:00:00,13,16.966666666666665,CS,NO2,pre
2020-01-13 14:00:00,14,16.95,CS,NO2,pre
2020-01-13 15:00:00,15,17.833333333333332,CS,NO2,pre
2020-01-13 16:00:00,16,19.283333333333335,CS,NO2,pre
2020-01-13 17:00:00,17,21.7,CS,NO2,pre
2020-01-13 18:00:00,18,24.683333333333334,CS,NO2,pre
2020-01-13 19:00:00,19,25.666666666666668,CS,NO2,pre
2020-01-13 20:00:00,20,26.46666666666667,CS,NO2,pre
2020-01-13 21:00:00,21,27.53333333333333,CS,NO2,pre
2020-01-13 22:00:00,22,26.766666666666666,CS,NO2,pre
2020-01-13 23:00:00,23,25.96666666666667,CS,NO2,pre
2020-01-14 00:00:00,0,26.75,CS,NO2,pre
2020-01-14 01:00:00,1,25.633333333333336,CS,NO2,pre
2020-01-14 02:00:00,2,23.683333333333334,CS,NO2,pre
2020-01-14 03:00:00,3,22.616666666666664,CS,NO2,pre
2020-01-14 04:00:00,4,20.599999999999998,CS,NO2,pre
2020-01-14 05:00:00,5,22.0,CS,NO2,pre
2020-01-14 06:00:00,6,21.516666666666666,CS,NO2,pre
2020-01-14 07:00:00,7,23.833333333333332,CS,NO2,pre
2020-01-14 08:00:00,8,25.45,CS,NO2,pre
2020-01-14 09:00:00,9,24.0,CS,NO2,pre
2020-01-14 10:00:00,10,21.46666666666667,CS,NO2,pre
2020-01-14 11:00:00,11,19.75,CS,NO2,pre
2020-01-14 12:00:00,12,16.983333333333334,CS,NO2,pre
2020-01-14 13:00:00,13,16.783333333333335,CS,NO2,pre
2020-01-14 14:00:00,14,17.2,CS,NO2,pre
2020-01-14 15:00:00,15,16.983333333333334,CS,NO2,pre
2020-01-14 16:00:00,16,18.066666666666666,CS,NO2,pre
2020-01-14 17:00:00,17,19.866666666666667,CS,NO2,pre
2020-01-14 18:00:00,18,22.183333333333334,CS,NO2,pre
2020-01-14 19:00:00,19,21.566666666666666,CS,NO2,pre
2020-01-14 20:00:00,20,19.983333333333334,CS,NO2,pre
2020-01-14 21:00:00,21,19.400000000000002,CS,NO2,pre
2020-01-14 22:00:00,22,18.566666666666666,CS,NO2,pre
2020-01-14 23:00:00,23,17.133333333333333,CS,NO2,pre
2020-01-15 00:00:00,0,16.233333333333334,CS,NO2,pre
2020-01-15 01:00:00,1,15.5,CS,NO2,pre
2020-01-15 02:00:00,2,14.983333333333334,CS,NO2,pre
2020-01-15 03:00:00,3,14.316666666666668,CS,NO2,pre
2020-01-15 04:00:00,4,13.433333333333332,CS,NO2,pre
2020-01-15 05:00:00,5,13.066666666666668,CS,NO2,pre
2020-01-15 06:00:00,6,12.983333333333334,CS,NO2,pre
2020-01-15 07:00:00,7,14.566666666666668,CS,NO2,pre
2020-01-15 08:00:00,8,18.099999999999998,CS,NO2,pre
2020-01-15 09:00:00,9,19.366666666666667,CS,NO2,pre
2020-01-15 10:00:00,10,19.216666666666665,CS,NO2,pre
2020-01-15 11:00:00,11,18.583333333333332,CS,NO2,pre
2020-01-15 12:00:00,12,17.866666666666667,CS,NO2,pre
2020-01-15 13:00:00,13,17.55,CS,NO2,pre
2020-01-15 14:00:00,14,18.0,CS,NO2,pre
2020-01-15 15:00:00,15,18.866666666666667,CS,NO2,pre
2020-01-15 16:00:00,16,20.75,CS,NO2,pre
2020-01-15 17:00:00,17,22.2,CS,NO2,pre
2020-01-15 18:00:00,18,24.133333333333336,CS,NO2,pre
2020-01-15 19:00:00,19,23.766666666666666,CS,NO2,pre
2020-01-15 20:00:00,20,22.46666666666667,CS,NO2,pre
2020-01-15 21:00:00,21,21.7,CS,NO2,pre
2020-01-15 22:00:00,22,20.7,CS,NO2,pre
2020-01-15 23:00:00,23,19.983333333333334,CS,NO2,pre
2020-01-16 00:00:00,0,18.516666666666666,CS,NO2,pre
2020-01-16 01:00:00,1,17.466666666666665,CS,NO2,pre
2020-01-16 02:00:00,2,16.216666666666665,CS,NO2,pre
2020-01-16 03:00:00,3,15.816666666666668,CS,NO2,pre
2020-01-16 04:00:00,4,15.65,CS,NO2,pre
2020-01-16 05:00:00,5,15.783333333333333,CS,NO2,pre
2020-01-16 06:00:00,6,16.966666666666665,CS,NO2,pre
2020-01-16 07:00:00,7,18.266666666666666,CS,NO2,pre
2020-01-16 08:00:00,8,21.849999999999998,CS,NO2,pre
2020-01-16 09:00:00,9,22.45,CS,NO2,pre
2020-01-16 10:00:00,10,22.25,CS,NO2,pre
